Scheme Name,Description,Eligibility
Rajasthan Priyadarshini Indira Gandhi Mahila Shakti Yojana,"Dedicated to women empowerment, this scheme supports female entrepreneurs, provides skill development training, and rehabilitates women in distress. The Rajasthan government has allocated ₹1,000 crore to fund business ventures, education, and training for women.","Women residing in Rajasthan.  
Those interested in starting enterprises or undergoing skill training.  
Victimized women eligible for rehabilitation support."
Nirogi Rajasthan Scheme,"A health awareness initiative by the Rajasthan government, this scheme includes a dedicated website and call center to educate the public about communicable and non-communicable diseases, vaccination programs, and drug addiction. The campaign primarily benefits women, children, and senior citizens.","Open to all Rajasthan residents.  
No specific income or demographic restrictions.  
Encourages public participation in health awareness activities."
Ayushman Bharat – Mahatma Gandhi Rajasthan Swasthya Bima Yojana (AB-MGRSBY),"A state health insurance scheme merging PM Jan Arogya Yojana (PMJAY) and Bhamashah Swasthya Bima Yojana (BSBY). The scheme covers 1.1 crore families, providing cashless treatment up to ₹5 lakh for secondary and tertiary hospitalization.","Must be a resident of Rajasthan.  
Includes 80% of common beneficiaries from PMJAY and BSBY schemes.  
Beneficiaries are selected based on socio-economic criteria."
Mukhyamantri Yuva Rojgar Yojana,This employment scheme aims to provide one lakh jobs to unemployed youth over five years. It offers loans of up to ₹1 lakh for self-employment and promotes skill development and entrepreneurship.,"Unemployed youth residing in Rajasthan.  
Loans provided through RIICO, RFC, and finance corporations for SC/ST/OBC/minorities.  
The applicant must intend to start a business."
Athikadavu Avinashi Groundwater Recharge & Drinking Water Supply Scheme,"Launched by the Tamil Nadu government, this scheme aims to recharge and raise groundwater levels while ensuring fresh drinking water supply to households across the state. The project includes a 1,058 km pipeline network and six pump houses, benefiting 1,048 water bodies to provide irrigation and drinking water facilities.","Households across Tamil Nadu for drinking water supply.  
Farmers in drought-prone areas of Erode, Tirupur, and Coimbatore districts for irrigation.  
Water pumped from the Bhavani River will be used to replenish tanks, ponds, and check dams."
Tamil Nadu Supply Chain Management Scheme,"Launched by the Tamil Nadu government, this scheme aims to eliminate middlemen and directly benefit farmers by setting up warehouse infrastructure, primary processing centers (PPCs), and cold storage facilities. The scheme, implemented in 10 districts with an outlay of ₹398.75 crore, follows a hub-and-spoke model to ensure efficient post-harvest processing and logistics support for agricultural produce.","Farmers in the identified districts: Krishnagiri, Dharmapuri, Coimbatore, The Nilgiris, Tiruchirappalli, Dindigul, Theni, Ramanathapuram, Thoothukudi, and Tirunelveli.  
Farmer Producer Organizations (FPOs) will be formed to take over operations once the scheme is established.  
Participation in post-harvest processing and logistics facilitated by government infrastructure."
Tamil Nadu Marine Fishermen Census,A decennial survey conducted by the Tamil Nadu government to assess the socio-economic status of the marine fisherfolk community. The census gathers demographic and occupational data to help formulate welfare schemes and improve infrastructure for the fishing community.,"Marine fisherfolk residing in Tamil Nadu.  
Individuals involved in marine fisheries, including those using mechanized, motorized, and non-motorized boats.  
Fishermen dependent on marine resources for livelihood."
TN Amma Ilaignar Vilayattu Thittam (Amma Youth Sports Scheme),"A youth sports development initiative by the Tamil Nadu government aimed at promoting leadership, unity, and sportsmanship among the youth. The scheme includes the construction of sports grounds in 12,524 village panchayats and 528 town panchayats, along with financial support for athletes.","Youths residing in rural and urban areas of Tamil Nadu.  
Players competing at national and international levels.  
Villages participating in the program will receive infrastructure support for sports like Kabaddi, Volleyball, Cricket, and Football."
Tamil Nadu Free Bicycle Scheme,A welfare scheme providing free bicycles to Class 11 students in government and government-aided schools. The initiative aims to encourage regular school attendance and facilitate transportation for students from economically weaker backgrounds.,"Students studying in Class 11 in government or government-aided schools.  
Permanent residents of Tamil Nadu.  
Hostel and residential school students are not eligible."
TN Pongal Gift Scheme,"A festive welfare initiative providing ration cardholders with a monetary grant of ₹1,000 along with a gift hamper containing essential ingredients for preparing Pongal. The scheme aims to support families during the harvest festival.","Households holding ration cards in Tamil Nadu.  
Applicable across all districts of the state.  
No income-based restrictions for eligibility."
Tamil Nadu Free Shoes Scheme,An initiative by the Tamil Nadu government to provide free shoes and two pairs of socks to students in government and government-aided schools. The scheme aims to enhance the comfort and hygiene of students attending school.,"Students in Classes 6 to 10 studying in government or government-aided schools.  
Permanent residents of Tamil Nadu.  
Students in residential schools are not eligible."
Tamil Nadu Amma Water Bottles Scheme,"A government initiative to introduce 750ml glass water bottles under the Amma brand, reducing plastic waste and ensuring affordable drinking water availability at bus stands and railway stations.","General public, including daily commuters.  
Availability across 310 recognized selling points and AC bus passengers under the State Express Transport Corporation (SETC)."
Tamil Nadu Free Laptop Scheme (for Government School Teachers),A digital education initiative providing free laptops to 2.5 lakh government school teachers to enhance classroom learning and support digital education.,"Government and government-aided school teachers in Tamil Nadu.  
Teachers involved in secondary and higher secondary education.  
Priority given to postgraduate teachers for online curriculum support."
Tamil Nadu Amma Free Cow / Sheep / Goat Scheme,"A livestock welfare scheme aimed at promoting animal husbandry and providing additional income to economically weaker sections. Beneficiaries receive 10 goats or sheep, including one male, along with insurance and other support.","Women beneficiaries in rural Tamil Nadu.  
Priority for SC/ST and Below Poverty Line (BPL) families.  
Farmers engaged in livestock rearing."
Telangana 2 BHK Housing Scheme,"Launched in October 2015, the Telangana 2 BHK Housing Scheme, also known as the Dignity Housing Scheme, provides free housing units to eligible beneficiaries. The scheme is now merged with the Pradhan Mantri Awas Yojana (PMAY) to leverage central funding. The state government aims to construct 2.8 lakh housing units to provide permanent shelter to low-income families.","The applicant must belong to the Below Poverty Line (BPL) category and hold a valid food security or ration card.  
The property is registered in the name of women beneficiaries to encourage female homeownership.  
The applicant should not own any other property under any housing scheme."
Telangana Farmers Investment Support Scheme (Rythu Bandhu),"The Farmers Investment Support Scheme (FISS), also known as the Rythu Bandhu Scheme, provides financial assistance to farmers for purchasing agricultural inputs. Under this scheme, farmers receive ₹4,000 per acre per season for Yasangi (Rabi) and Kharif crops. The initiative aims to reduce farmers' reliance on moneylenders and ensure timely investment in farm activities. The Telangana government has allocated ₹12,000 crore for this program.","Beneficiaries must be registered farmers in Telangana.  
The assistance is provided for both Yasangi and Kharif crops.  
The scheme initially launched on a pilot basis in selected villages from Medak, Mahabubnagar, Nalgonda, and Nizamabad districts.  
The government plans to implement an online transfer system for direct payment to farmers."
Telangana Aasara Pension Scheme,"A social security initiative by the Telangana government, Aasara Pension Scheme provides financial assistance to elderly citizens, widows, weavers, toddy tappers, beedi workers, single women, HIV/AIDS patients, and disabled individuals. The pension amount was doubled in 2019, with the pension for disabled individuals raised to ₹3,016 and for others to ₹2,016.","The applicant must be a resident of Telangana.  
Belong to one of the specified categories such as elderly, widow, disabled, or economically weaker sections.  
Annual household income should be below ₹1.5 lakh in rural areas and ₹2 lakh in urban areas.  
Not eligible if the applicant owns more than 3 acres of wetland or 7.5 acres of dry land, has a family member in government service, or has a high-value business."
Telangana Kalyana Lakshmi Scheme,"The Telangana Kalyana Lakshmi Scheme provides financial assistance for the marriage of women from economically weaker sections, including SC, ST, BC, EBC, and minority communities. The amount was increased by 25% for disabled women in 2019, raising the assistance from ₹1,00,116 to ₹1,25,145.","The applicant must be a permanent resident of Telangana.  
The girl must be at least 18 years old at the time of marriage.  
Belong to SC/ST families with an annual income below ₹2 lakh or BC/EBC families with an annual income limit of ₹1.5 lakh in rural areas and ₹2 lakh in urban areas.  
Special provisions exist for disabled women."
Kaleshwaram Lift Irrigation Scheme,"A large-scale irrigation initiative by the Telangana government, Kaleshwaram Lift Irrigation Scheme is one of the world’s largest multi-stage lift irrigation projects. The scheme ensures year-round water supply to farmlands, drinking water for Hyderabad, and industrial water supply.","Farmers and industries in Telangana are eligible to benefit from the irrigation project.  
Water allocation is determined based on agricultural, industrial, and drinking water needs."
Telangana Crop Loan Waiver Scheme,"Introduced in 2019-20, this scheme aims to waive off agricultural term loans up to ₹1 lakh for farmers with outstanding loans taken before December 11, 2018. The Telangana government allocated ₹32,000 crore for this initiative to provide financial relief to farmers.","The farmer must be a resident of Telangana.  
The outstanding agricultural loan must have been taken before December 11, 2018.  
Loan waivers apply only to crop loans, excluding commercial and non-agricultural loans."
Telangana Rythu Bandhu Scheme,"A direct income support scheme for farmers, Rythu Bandhu provides ₹5,000 per acre per season to assist farmers with investment for seeds, fertilizers, and other inputs. The amount was increased from ₹8,000 to ₹10,000 per year per acre.","Farmers who own agricultural land in Telangana are eligible.  
Tenant farmers are excluded from the scheme.  
Farmers must provide bank account details for direct benefit transfer."
Telangana Integrated Fisheries Development Scheme (IFDS),"Launched in 2018, IFDS aims to boost fisheries production and enhance the livelihoods of fishermen in Telangana. The government provides subsidies for purchasing fish seed, nets, boats, and setting up hatcheries and processing units.","Fishermen and fish farmers in Telangana.  
Eligible for various subsidies on inputs such as fish seed, boats, nets, and transport vehicles."
Balika Arogya Raksha Kits Scheme,"Introduced in 2018, this initiative provides free health and hygiene kits to girl students in government schools from Class 7 to 12. The kit includes essential items such as sanitary napkins, soaps, shampoo, toothpaste, and other hygiene products.",Girls studying in government-run schools from Class 7 to Class 12 in Telangana.
Telangana Dairy Development Subsidy Scheme,"The Telangana government has introduced a subsidy scheme to promote dairy farming and increase milk production within the state. The initiative, known as the ""Ksheera Viplavam"" (Milk Revolution), provides financial support to farmers purchasing buffaloes. The scheme aims to reduce the state's dependency on milk supply from other states and boost local dairy production.","General category farmers receive a 50% subsidy on buffalo purchases.  
SC/ST farmers receive a 75% subsidy.  
The scheme is implemented through dairy development societies, including Vijaya Dairy, Mulkanur Dairy, and societies in Nalgonda, Rangareddy, and Karimnagar districts.  
Dairy farmers also receive an incentive of ₹4 per liter of milk produced."
Tripura Super 30 Scheme,"Launched by the Tripura government for the academic year 2020-21, this scheme provides free coaching to 30 meritorious science stream students to help them crack engineering (IIT/JEE) and medical (MBBS) entrance exams. Modeled after the Patna-based Super 30 initiative, the scheme covers coaching expenses at Kota-based institutes and aims to support underprivileged students in achieving their academic goals.","Students must be from the science stream.  
Selection is based on merit and the state’s reservation policy.  
Candidates must belong to economically weaker sections."
Pradhan Mantri Awas Yojana – Gramin (PMAY-G) (Assam Implementation),"A central government scheme launched in Assam to provide financial assistance for the construction of pucca houses for rural households. Under this initiative, eligible beneficiaries receive ₹1.3 lakh for house construction, along with additional funds for sanitation and employment-related support. The scheme aims to improve rural housing infrastructure and uplift the living conditions of economically weaker sections.","Must be a rural resident of Assam.  
Beneficiaries are selected based on SECC-2011 data and validated through Gram Sabha.  
Preference is given to families without a pucca house and those in need of financial assistance for housing."
Ayushman Tripura Scheme,Ayushman Tripura Scheme is a state government initiative providing cashless and paperless healthcare treatment of up to ₹5 lakh for poor citizens at government and empanelled private hospitals. It expands coverage beyond the central Ayushman Bharat scheme by including individuals not listed in the SECC 2011 data.,"Individuals whose names are not in the SECC 2011 list but belong to economically weaker sections.  
Beneficiaries will be issued e-cards for availing of cashless treatment."
Atal Jaldhara Yojana,"Launched by the Tripura government, this scheme provides free domestic water supply connections to all households in the state. It aims to ensure access to clean and safe drinking water, contributing to overall public health and well-being. The initiative is a tribute to former Prime Minister Atal Bihari Vajpayee.","All households in Tripura are eligible for free water connections.  
The scheme is applicable only for domestic water supply purposes."
Scheme to Distribute Cows to 5000 Families,"This initiative provides two cows each to 5,000 poor families in Tripura through bank loans, ensuring a steady source of income and tackling malnutrition. It aims to make the state self-sufficient in milk production within two years.","Poor families in Tripura.  
Beneficiaries must be willing to domesticate cows and engage in dairy production."
MyGov Tripura Portal,"Launched on August 11, 2018, this digital platform engages Tripura’s citizens in governance by allowing them to participate in policy discussions, give feedback, and contribute ideas. It enhances transparency and public involvement in decision-making.","Open to all residents of Tripura.  
Requires online registration on the MyGov Tripura portal."
Chief Minister’s B.Ed Anuprerana Yojana,"This scheme provides interest subsidies on bank loans for B.Ed trainee teachers in Tripura. It encourages students to pursue B.Ed training in NAAC-accredited institutions, addressing the shortage of trained teachers in the state.","Must be enrolled in a NAAC-accredited B.Ed college.  
The scheme covers only those who take bank loans for B.Ed training."
CCL Scheme for Female Employees,"The Child Care Leave (CCL) scheme allows female government employees in Tripura to take up to 730 days of paid leave for child care. It ensures financial security while enabling mothers to focus on their children’s health, education, and well-being.","Female government employees in Tripura.  
Can be availed once during the entire service period.  
Applicable for up to two children below 18 years of age."
Pradhan Mantri Ujjwala Yojana (Tripura Implementation),"A centrally sponsored scheme providing free LPG connections to BPL households in Tripura. It aims to replace hazardous traditional cooking fuels with clean and safe LPG, improving indoor air quality and reducing health risks.","Must belong to the Below Poverty Line (BPL) category.  
Name must appear in the SECC 2011 data list.  
The LPG connection is issued in the name of the female head of the household."
Tripura Voter List 2020,"The Chief Electoral Officer (CEO) of Tripura has published the Final Voter List 2020, allowing citizens to check their names and download their voter ID cards. The initiative aims to ensure transparency and ease of access to electoral rolls, helping eligible voters participate in elections.","Must be a citizen of India and a resident of Tripura.  
Must be of legal voting age (18 years or above).  
Must have registered with the Election Commission and have an assigned voter ID."
Uttarakhand Free Laptop Distribution Scheme 2020,The Uttarakhand government launched the Free Laptop Distribution Scheme to provide free laptops to meritorious students from financially weak backgrounds studying in government schools. The scheme aims to encourage academic excellence among Class 10th and 12th students and support them in higher education.,"Residency: Must be a permanent resident of Uttarakhand.
Education Level: Must be studying in Class 10th or 12th and appearing for board examinations.
Financial Criteria: Must belong to a Below Poverty Line (BPL) family.
Academic Performance: Must have secured at least 80% marks in board exams."
Revised U-Health Card Scheme,"Launched on 15 August 2018, this scheme provides cashless health insurance for state government employees and pensioners in empanelled government and private hospitals. It includes unlimited medical reimbursement, OPD coverage, and aims to resolve payment delays.","All Uttarakhand state government employees and pensioners are eligible.
Insurance premium rates vary based on grade pay (GP):
GP > ₹6600 → ₹5000/year
GP ₹4200 - ₹5400 → ₹3500/year
GP ₹1900 - ₹2800 → ₹1500/year
GP < ₹1800 → ₹700/year"
Uttarakhand Free SC/ST Coaching Scheme 2019-20,"The Uttarakhand government launched the Free Coaching Scheme to provide free training to 300 financially weak students from Scheduled Caste (SC) and Scheduled Tribe (ST) backgrounds. The scheme aims to support students preparing for IAS, PCS, and other state-level competitive exams by offering a 5-month coaching program in selected institutions across Uttarakhand.","Category: Must belong to the SC/ST category.
Financial Background: Must be from a poor economic background.
Selection Process:
No formal online application process.
Selection is based on a First Come, First Serve (FCFS) basis."
Atal Ayushman Uttarakhand Yojana (AAUY),The Atal Ayushman Uttarakhand Yojana (AAUY) is a health insurance scheme launched by the Uttarakhand government as an extension of the Ayushman Bharat – PM Jan Arogya Yojana (PMJAY). It provides free medical treatment up to ₹5 lakh per family per year for secondary and tertiary care. The scheme is designed to offer cashless and paperless hospitalization at government and private empanelled hospitals across India.,"No restrictions on family size, age, or gender.
Families included in SECC 2011 data are automatically eligible.
Pre-existing conditions are covered from day one of policy enrollment."
Uttarakhand Ration Card Online Application,"The Uttarakhand Ration Card is an essential document issued by the Food and Civil Supplies Department of Uttarakhand. It allows residents, especially those under APL (Above Poverty Line) and BPL (Below Poverty Line) categories, to access subsidized food grains and other government welfare schemes. The state government has made the process easier by enabling online application, modification, and renewal of ration cards through the official website fcs.uk.gov.in.","Must be a resident of Uttarakhand.
Belong to APL, BPL, or Antyodaya category.
Must provide valid identity proof and address verification."
Uttarakhand Voter List 2020 & Voter ID Card Download,"The Chief Electoral Officer (CEO) of Uttarakhand has released the latest Voter List 2020 (PDF Electoral Roll) on the official website ceo.uk.gov.in. Citizens of Uttarakhand can now search for their name in the updated voter list using their name, EPIC number, or other personal details. Additionally, eligible voters can download their Voter ID Card online and check their enrollment status.","Must be a citizen of India.
Must be a resident of Uttarakhand.
Must be 18 years or older as per election rules."
Mukhyamantri Anchal Amrit Yojana – Uttarakhand,"Mukhyamantri Anchal Amrit Yojana was launched on 13 March 2020 by CM Trivendra Singh Rawat in Dehradun, Uttarakhand. Under this scheme, the Uttarakhand government provides nutritious milk once a week to students from Class 1 to 8 under the Mid-Day Meal Scheme. The scheme aims to combat malnutrition and improve child health by offering flavored, sweet, and skimmed milk powder.

Prior to this initiative, 1,72,000 children (ages 3-6 years) in 20,000 Anganwadi centers received 100 ml of free milk four times a week. Now, 6,90,000 students from 17,045 schools will also receive milk once a week as part of the program.","Children aged 3-6 years enrolled in Anganwadi centers (already receiving milk).
Students from Class 1 to 8 enrolled in government schools under the Mid-Day Meal Scheme.
The scheme primarily benefits children from deprived sections of society who lack proper access to nutrition."
Deendayal Upadhyay Kisan Kalyan Yojana – Uttarakhand,"Launched on 14 February 2019, this scheme provides soft loans up to ₹1 lakh at a 2% interest rate to small and marginal farmers in Uttarakhand. The loan must be repaid within 3 years, or compounding charges will apply after 1 year. The scheme aims to boost farmers' income, support mixed farming, and reduce rural distress.","Small and marginal farmers in Uttarakhand.
Loan repayment within 3 years to avoid penalties.
Farmers engaged in agriculture or horticulture."
Super 100 Free Coaching Scheme – Uttarakhand,"Launched on 1 January 2019, this scheme provides free 100-hour coaching for engineering (JEE) and medical (CPMT) exams to 100 meritorious girls from underprivileged backgrounds. Selected students receive free tuition, accommodation, and meals at Rajiv Gandhi Navodaya Vidyalaya, Dehradun. The program is inspired by Bihar’s Super 30 initiative.","Meritorious girl students from 95 blocks of Uttarakhand.
Must be studying in Class 12 and selected based on Class 10 marks.
Students shortlisted after 100-hour coaching may receive year-long training."
Atal Ayushman Uttarakhand Yojana (AAUY),"Launched on 25 December 2018, this scheme provides ₹5 lakh per annum health insurance to all resident families of Uttarakhand for cashless and paperless secondary & tertiary hospitalization in government and private empanelled hospitals. The scheme operates on a trust-based model without involving insurance companies.","All resident families of Uttarakhand are eligible.
Beneficiaries include government employees, retired personnel, journalists, and dependents.
Covers 1,350 diseases with treatment available at 165 empanelled hospitals (99 government, 66 private)."
Uttar Pradesh Ground Water Act 2020,The Uttar Pradesh government introduced the Ground Water Act 2020 to regulate groundwater extraction and improve water levels. This act mandates the registration of submersible pumps and enforces penalties for groundwater contamination. Rainwater harvesting is also made compulsory in private and government institutions.,"Farmers and domestic users can install submersible pumps without fees.  
Boring companies must register before installation.  
Landlords in urban areas building houses over 300 sq.m must install a rainwater harvesting system.  
Violators face fines and legal penalties."
UP Vriksharopan Mahakumbh 2019,"The Uttar Pradesh government launched this large-scale afforestation drive to plant 22 crore trees across the state. The initiative aims to combat air pollution, prevent soil erosion, and improve groundwater levels. The campaign encourages youth participation, with tree guardians assigned to monitor growth.","Open to all residents of Uttar Pradesh.  
Trees are provided free of cost to farmers, village panchayats, and government departments.  
The initiative involves schools, gram panchayats, and various government schemes like PM Awas Yojana and Swachh Bharat Mission.  
Geotagging is used for tracking plantation progress."
UP Internship Scheme 2020,"This scheme provides internship opportunities to class 10th, 12th, and graduation students in various technical institutes and industries. The objective is to enhance employment prospects and skill development. The state government offers a monthly stipend to students undergoing training.","Students must have passed or be pursuing class 10th, 12th, or graduation.  
Internships last either 6 months or 1 year.  
Selected students receive Rs. 2500 per month as a stipend.  
Job placement depends on the candidate’s skills and talent."
UP Kisan Asan Kist Yojana 2020,This scheme allows farmers in Uttar Pradesh to pay their outstanding tubewell electricity bills in installments with an interest waiver. The initiative aims to ease financial burdens on farmers while ensuring revenue recovery for electricity suppliers.,"Only farmers in Uttar Pradesh can apply.  
Farmers must clear their electricity dues in 6 installments.  
Interest on outstanding bills is waived if payments are made on time.  
Applications can be submitted online through UPPCL’s portal."
UP Mukhyamantri Krishak Durghatna Kalyan Yojana 2020,The Uttar Pradesh government launched this scheme to provide financial assistance to the families of farmers who die or become disabled while working in fields. It replaces the previous Mukhyamantri Krishak Durghatna Jivan Bima Yojana.,"Beneficiaries include farmers and their families aged 18 to 70 years.  
Bataidars (tenant farmers) are also covered.  
Compensation of up to Rs. 5 lakh is provided in case of death or disability.  
Applications must be submitted within 45 days of the incident."
UP One District One Product Scheme,"The UP government launched this scheme to promote district-specific traditional industries by providing financial assistance, skill training, and market access. The goal is to boost local employment and enhance product quality for global markets.","Entrepreneurs and artisans engaged in district-specific products.  
Small and medium enterprises operating in Uttar Pradesh.  
Businesses must align with the designated product for their district."
UP Mukhyamantri Kisan & Sarvhit Bima Yojana,"This insurance scheme offers financial protection to farmers and their families in case of accidental death or disability. It covers incidents like road accidents, drowning, and natural disasters, ensuring compensation of up to Rs. 5 lakh.","Farmers and their family members (18-70 years old).  
Annual family income must not exceed Rs. 75,000.  
Beneficiaries must be registered in the Khatauni land records."
UP Jhatpat Connection Yojana,The Uttar Pradesh Power Corporation Limited (UPPCL) launched this scheme to provide quick and hassle-free electricity connections to BPL and APL families through an online process.,"BPL families must pay Rs. 10, while APL families pay Rs. 100 for a 1-25 KW connection.  
Applications must be submitted online via the UPPCL website."
UP Kanya Sumangla Yojana 2019,"The Uttar Pradesh government launched this scheme to promote the education and well-being of girl children. Under this scheme, financial assistance is provided at different life stages, including birth, schooling, and graduation. The initiative aims to reduce dropout rates and support higher education for girls.","The scheme is applicable to girl children born in Uttar Pradesh.  
Assistance is provided at various stages, from birth to marriage or graduation.  
The funds are transferred directly to the beneficiary’s bank account through DBT.  
The program aligns with the Beti Bachao Beti Padhao initiative."
Pradhan Mantri Krishi Sinchai Yojana (PMKSY) – Uttar Pradesh Implementation,"The Uttar Pradesh government has implemented PMKSY across all districts to improve irrigation coverage and water-use efficiency. The scheme focuses on providing subsidies for modern irrigation techniques such as drip and sprinkler systems, ensuring water conservation and increased agricultural productivity.","Farmers in Uttar Pradesh are eligible to apply.  
Small and marginal farmers receive a 90% subsidy, while others get 80%.  
The subsidy is transferred directly to the farmer’s bank account via DBT.  
Farmers must choose from pre-approved suppliers for irrigation equipment."
Bina Mulya Samajik Suraksha Yojana (BMSS),"Launched by the West Bengal government, this free social security scheme aims to provide benefits to landless laborers and unorganized sector workers. The scheme ensures that beneficiaries receive Provident Fund (PF) and other financial aids upon attaining the age of 60. It eliminates the need for beneficiaries to pay premiums, as the government bears the entire cost.","Residents of West Bengal.
Workers from the unorganized sector, including landless laborers.
Must be registered under the Samajik Suraksha Yojana (SSY)."
Yuvashree Arpan Scheme,A self-employment scheme aimed at providing financial assistance to young entrepreneurs in West Bengal. Beneficiaries receive ₹1 lakh to start their businesses.,"Must be a permanent resident of West Bengal.  
Should have a technical degree or diploma.  
Must be interested in starting a business."
Hasir Alo Scheme,"Aimed at providing free electricity, this scheme allows families consuming up to 75 units per quarter to receive free electricity. The scheme is designed to support financially weaker households in West Bengal.","Residents of West Bengal.  
Households consuming up to 75 units of electricity per quarter."
Chaa Sundari Scheme,This scheme provides housing facilities for tea garden workers in West Bengal. The initiative is designed to improve the living conditions of workers employed in tea estates.,"Workers employed in tea gardens across West Bengal.  
Must not own a house of their own."
Bandhu Prakalpa Scheme,"A pension scheme designed for Scheduled Caste (SC) individuals who are not receiving any pension from other agencies. Eligible beneficiaries receive a pension of ₹1,000 per month.","Must belong to the Scheduled Caste (SC) category.  
Must be above 60 years of age.  
Should not be receiving a pension from any other agency."
Jai Johar Scheme,"A pension scheme for Scheduled Tribe (ST) individuals who do not receive a pension from any other source. Beneficiaries receive ₹1,000 per month as financial support.","Must belong to the Scheduled Tribe (ST) category.  
Must be above 60 years of age.  
Should not be receiving a pension from any other agency."
Karma Sathi Prakalpa Scheme,This scheme provides financial assistance to unemployed youth in West Bengal to encourage entrepreneurship. Beneficiaries can avail loans of up to ₹2 lakh to start their own businesses.,"Must be a permanent resident of West Bengal.  
Should be unemployed and seeking self-employment.  
Must have completed at least the 10th or 12th grade."
Aikyashree Minority Scholarship Scheme,"A scholarship program for minority students in West Bengal, aimed at providing financial aid for education. It covers students from Class 1 to Ph.D. under different scholarship categories.","Must belong to a minority community.  
Should be a domicile of West Bengal.  
Must have secured at least 50% marks in the last qualifying examination.  
Annual family income must not exceed ₹2 lakh (for pre-matric and post-matric scholarships) or ₹2.5 lakh (for merit-cum-means scholarships)."
Bangla Shashya Bima (BSB) Scheme,"A crop insurance scheme launched by the West Bengal government in collaboration with the Agriculture Insurance Company of India. It provides free crop insurance to farmers, covering losses due to adverse weather conditions.","Farmers engaged in cultivation in West Bengal.  
Must be cultivating covered crops (e.g., aman paddy, aus paddy, jute, and maize).  
Can be availed by both loan-taking and non-loan-taking farmers."
Krishak Bandhu Scheme,"A financial assistance program for farmers that provides ₹5,000 per acre annually in two installments. Additionally, the scheme includes a ₹2 lakh death benefit for farmers.","Must be a farmer in West Bengal.  
Age between 18 and 60 years for the death benefit scheme."
